CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
105476,LEGACY AT BOCA RATON REHABILITATION AND NURSING CE,6363 VERDE TRAIL,BOCA RATON,FL,33433,"6363 VERDE TRAIL,BOCA RATON,FL,33433",2026-04-01,
105477,BAY POINTE NURSING PAVILION,4201 31ST ST S,SAINT PETERSBURG,FL,33712,"4201 31ST ST S,SAINT PETERSBURG,FL,33712",2026-04-01,
105478,ADVANCED CARE CENTER,401 FAIRWOOD AVE,CLEARWATER,FL,33759,"401 FAIRWOOD AVE,CLEARWATER,FL,33759",2026-04-01,
105479,HEALTH CENTRAL PARK,411 NORTH DILLARD STREET,WINTER GARDEN,FL,34787,"411 NORTH DILLARD STREET,WINTER GARDEN,FL,34787",2026-04-01,
105480,AVIATA AT ROSEWOOD,3920 ROSEWOOD WAY,ORLANDO,FL,32808,"3920 ROSEWOOD WAY,ORLANDO,FL,32808",2026-04-01,
105481,YAMATO NURSING AND REHABILITATION CENTER,375 NW 51ST STREET,BOCA RATON,FL,33431,"375 NW 51ST STREET,BOCA RATON,FL,33431",2026-04-01,
105484,OKEECHOBEE HEALTH CARE FACILITY,1646 HIGHWAY 441 N,OKEECHOBEE,FL,34972,"1646 HIGHWAY 441 N,OKEECHOBEE,FL,34972",2026-04-01,
105486,GATEWAY POST-ACUTE AND REHABILITATION CENTER,8600 US HWY 19 N,PINELLAS PARK,FL,33782,"8600 US HWY 19 N,PINELLAS PARK,FL,33782",2026-04-01,
105487,BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER,3387 GULF BREEZE PARKWAY,GULF BREEZE,FL,32561,"3387 GULF BREEZE PARKWAY,GULF BREEZE,FL,32561",2026-04-01,
105488,RIVERWOOD HEALTHCARE & REHABILITATION CENTER,808 S COLLEY RD,STARKE,FL,32091,"808 S COLLEY RD,STARKE,FL,32091",2026-04-01,
105489,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433,"23305 BLUE WATER CIRCLE,BOCA RATON,FL,33433",2026-04-01,
105492,BEACH BREEZE REHAB AND CARE CENTER,1626 DAVIS RD,WEST PALM BEACH,FL,33406,"1626 DAVIS RD,WEST PALM BEACH,FL,33406",2026-04-01,
105494,ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER,600 BUSINESS PARK WAY,ROYAL PALM BEACH,FL,33411,"600 BUSINESS PARK WAY,ROYAL PALM BEACH,FL,33411",2026-04-01,
105495,EMERALD NURSING AND REHABILITATION CENTER,4200 WASHINGTON ST,HOLLYWOOD,FL,33021,"4200 WASHINGTON ST,HOLLYWOOD,FL,33021",2026-04-01,
105496,ISLES OF BOYNTON NURSING AND REHAB CENTER,3001 SOUTH CONGRESS AVENUE,BOYNTON BEACH,FL,33426,"3001 SOUTH CONGRESS AVENUE,BOYNTON BEACH,FL,33426",2026-04-01,
105497,VENICE HEALTH AND REHABILITATION CENTER,1240 PINEBROOK ROAD,VENICE,FL,34292,"1240 PINEBROOK ROAD,VENICE,FL,34292",2026-04-01,
105498,SUSANNA WESLEY HEALTH CENTER,5300 W 16TH AVENUE,HIALEAH,FL,33012,"5300 W 16TH AVENUE,HIALEAH,FL,33012",2026-04-01,
105499,SOLARIS HEALTHCARE LELY PALMS,6135 RATTLESNAKE HAMMOCK ROAD,NAPLES,FL,34113,"6135 RATTLESNAKE HAMMOCK ROAD,NAPLES,FL,34113",2026-04-01,
105504,MARION AND BERNARD L SAMSON NURSING CENTER,255 59TH ST N,SAINT PETERSBURG,FL,33710,"255 59TH ST N,SAINT PETERSBURG,FL,33710",2026-04-01,
105506,ENCORE AT BOCA RATON REHABILITATION AND NURSING CE,7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433,"7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433",2026-04-01,
105507,AVIATA AT NORTH FORT MYERS,991 PONDELLA RD,N FT MYERS,FL,33903,"991 PONDELLA RD,N FT MYERS,FL,33903",2026-04-01,
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",2026-04-01,
105510,UNITY HEALTHCARE AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,"1404 NW 22ND STREET,MIAMI,FL,33142",2026-04-01,
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,"8785 NW 32ND AVENUE,MIAMI,FL,33147",2026-04-01,
105513,CLARIDGE HOUSE NURSING AND REHABILITATION CENTER,13900 NE 3RD COURT,NORTH MIAMI,FL,33161,"13900 NE 3RD COURT,NORTH MIAMI,FL,33161",2026-04-01,
105514,DEBARY HEALTH AND REHABILITATION CENTER,60 N HWY 17/92,DEBARY,FL,32713,"60 N HWY 17/92,DEBARY,FL,32713",2026-04-01,
105515,SOLARIS HEALTHCARE PLANT CITY,701 N WILDER RD,PLANT CITY,FL,33566,"701 N WILDER RD,PLANT CITY,FL,33566",2026-04-01,
105518,WINTER GARDEN REHABILITATION AND NURSING CENTER,12751 W COLONIAL DRIVE,WINTER GARDEN,FL,34787,"12751 W COLONIAL DRIVE,WINTER GARDEN,FL,34787",2026-04-01,
105521,"AVANTE AT BOCA RATON, INC.",1130 NW 15TH STREET,BOCA RATON,FL,33486,"1130 NW 15TH STREET,BOCA RATON,FL,33486",2026-04-01,
105522,LEHIGH ACRES HEALTHCARE & REHAB CENTER,1550 LEE BOULEVARD,LEHIGH ACRES,FL,33936,"1550 LEE BOULEVARD,LEHIGH ACRES,FL,33936",2026-04-01,
105523,NORTH PORT REHABILITATION AND NURSING CENTER,6940 OUTREACH WAY,NORTH PORT,FL,34287,"6940 OUTREACH WAY,NORTH PORT,FL,34287",2026-04-01,
105526,"TERRACE AT BISHOP'S GLEN, THE",900 LPGA BLVD,HOLLY HILL,FL,32117,"900 LPGA BLVD,HOLLY HILL,FL,32117",2026-04-01,
105528,"TERRACE OF ST CLOUD, THE",3855 OLD CANOE CREEK ROAD,SAINT CLOUD,FL,34769,"3855 OLD CANOE CREEK ROAD,SAINT CLOUD,FL,34769",2026-04-01,
105529,HERITAGE PARK HEALTH CENTER BY HARBORVIEW,2302 59TH ST W,BRADENTON,FL,34209,"2302 59TH ST W,BRADENTON,FL,34209",2026-04-01,
105530,VISTA MANOR HEALTHCARE AND REHABILITATION CENTER,1550 JESS PARRISH CT,TITUSVILLE,FL,32796,"1550 JESS PARRISH CT,TITUSVILLE,FL,32796",2026-04-01,
105532,ARCADIA HEALTH AND REHABILITATION CENTER,10095 HILLVIEW ROAD,PENSACOLA,FL,32514,"10095 HILLVIEW ROAD,PENSACOLA,FL,32514",2026-04-01,
105537,SPRINGS AT BOCA CIEGA BAY,"1255 PASADENA AVE S, SUITE C",SOUTH PASADENA,FL,33707,"1255 PASADENA AVE S, SUITE C,SOUTH PASADENA,FL,33707",2026-04-01,
105538,HARBOUR HEALTH CENTER,23013 WESTCHESTER BLVD,PORT CHARLOTTE,FL,33980,"23013 WESTCHESTER BLVD,PORT CHARLOTTE,FL,33980",2026-04-01,
105539,HEALTHCARE AND REHAB OF SANFORD,950 MELLONVILLE AVE,SANFORD,FL,32771,"950 MELLONVILLE AVE,SANFORD,FL,32771",2026-04-01,
105541,HOMESTEAD MANOR A PALACE COMMUNITY,1330 NW 1ST AVE,HOMESTEAD,FL,33030,"1330 NW 1ST AVE,HOMESTEAD,FL,33030",2026-04-01,
105543,ST ANDREWS BAY SKILLED NURSING AND REHABILITATION,2100 JENKS AVE,PANAMA CITY,FL,32405,"2100 JENKS AVE,PANAMA CITY,FL,32405",2026-04-01,
105546,SOUTH ORANGE HEALTH AND REHABILITATION CENTER,1730 LUCERNE TERRACE,ORLANDO,FL,32806,"1730 LUCERNE TERRACE,ORLANDO,FL,32806",2026-04-01,
105547,FLAGLER HEALTH AND REHABILITATION CENTER,300 DR CARTER BOULEVARD,BUNNELL,FL,32110,"300 DR CARTER BOULEVARD,BUNNELL,FL,32110",2026-04-01,
105548,MOULTRIE CREEK NURSING AND REHAB CENTER,200 MARINER HEALTH WAY,SAINT AUGUSTINE,FL,32086,"200 MARINER HEALTH WAY,SAINT AUGUSTINE,FL,32086",2026-04-01,
105550,BROOKWOOD GARDENS REHABILITATION AND NURSING CENTE,1990 S CANAL DRIVE,HOMESTEAD,FL,33035,"1990 S CANAL DRIVE,HOMESTEAD,FL,33035",2026-04-01,
105551,AVIATA AT BRADENTON,105 15TH ST E,BRADENTON,FL,34208,"105 15TH ST E,BRADENTON,FL,34208",2026-04-01,
105552,SANDY RIDGE CENTER FOR REHABILITATION AND HEALING,5360 GLOVER LANE,MILTON,FL,32570,"5360 GLOVER LANE,MILTON,FL,32570",2026-04-01,
105553,CARROLLWOOD CARE CENTER,15002 HUTCHINSON RD,TAMPA,FL,33625,"15002 HUTCHINSON RD,TAMPA,FL,33625",2026-04-01,
105554,WATERFORD NURSING AND REHABILITATION CENTER,8333 W OKEECHOBEE ROAD,HIALEAH GARDENS,FL,33016,"8333 W OKEECHOBEE ROAD,HIALEAH GARDENS,FL,33016",2026-04-01,
105559,THE GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE,1500 SOUTHGATE DRIVE,KISSIMMEE,FL,34746,"1500 SOUTHGATE DRIVE,KISSIMMEE,FL,34746",2026-04-01,
105560,"ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC",11855 QUAIL ROOST DRIVE,MIAMI,FL,33177,"11855 QUAIL ROOST DRIVE,MIAMI,FL,33177",2026-04-01,
105561,SOLARIS HEALTHCARE PENSACOLA,8475 UNIVERSITY PARKWAY,PENSACOLA,FL,32514,"8475 UNIVERSITY PARKWAY,PENSACOLA,FL,32514",2026-04-01,
105562,PALM GARDEN OF OCALA,2700 SW 34TH ST,OCALA,FL,34474,"2700 SW 34TH ST,OCALA,FL,34474",2026-04-01,
105563,CENTRE POINTE HEALTH AND REHAB CENTER,2255 CENTERVILLE ROAD,TALLAHASSEE,FL,32308,"2255 CENTERVILLE ROAD,TALLAHASSEE,FL,32308",2026-04-01,
105564,LOTUS NURSING AND REHABILITATION CENTER,7950 LAKE UNDERHILL ROAD,ORLANDO,FL,32822,"7950 LAKE UNDERHILL ROAD,ORLANDO,FL,32822",2026-04-01,
105565,COASTAL HEALTH AND REHABILITATION CENTER,820 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32117,"820 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32117",2026-04-01,
105566,PALM GARDEN OF WINTER HAVEN,1120 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884,"1120 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884",2026-04-01,
105568,WINDSOR WOODS REHAB AND HEALTHCARE CENTER,13719 DALLAS DR,HUDSON,FL,34667,"13719 DALLAS DR,HUDSON,FL,34667",2026-04-01,
105570,INDIGO MANOR,595 N WILLIAMSON BLVD,DAYTONA BEACH,FL,32114,"595 N WILLIAMSON BLVD,DAYTONA BEACH,FL,32114",2026-04-01,
105571,PALM GARDEN OF GAINESVILLE,227 SW 62ND BLVD,GAINESVILLE,FL,32607,"227 SW 62ND BLVD,GAINESVILLE,FL,32607",2026-04-01,
105572,POMPANO HEALTH AND REHABILITATION CENTER,51 W SAMPLE ROAD,POMPANO BEACH,FL,33064,"51 W SAMPLE ROAD,POMPANO BEACH,FL,33064",2026-04-01,
105574,PALM GARDEN OF LARGO,10500 STARKEY RD,LARGO,FL,33777,"10500 STARKEY RD,LARGO,FL,33777",2026-04-01,
105575,PALMETTO CARE CENTER AND REHAB,6750 WEST 22ND COURT,HIALEAH,FL,33016,"6750 WEST 22ND COURT,HIALEAH,FL,33016",2026-04-01,
105578,AVIATA AT THE SEA - HARBOR BEACH,1615 MIAMI RD,FORT LAUDERDALE,FL,33316,"1615 MIAMI RD,FORT LAUDERDALE,FL,33316",2026-04-01,
105579,SAVANNAS PARK HEALTH AND REHABILITATION CENTER,1655 SE WALTON ROAD,PORT SAINT LUCIE,FL,34952,"1655 SE WALTON ROAD,PORT SAINT LUCIE,FL,34952",2026-04-01,
105580,CARLTON SHORES HEALTHCARE AND REHABILITATION CENTE,1350 S NOVA RD,DAYTONA BEACH,FL,32114,"1350 S NOVA RD,DAYTONA BEACH,FL,32114",2026-04-01,
105581,PALM GARDEN OF CLEARWATER,3480 MCMULLEN BOOTH RD,CLEARWATER,FL,33761,"3480 MCMULLEN BOOTH RD,CLEARWATER,FL,33761",2026-04-01,
105584,SARASOTA MEMORIAL NURSING & REHABILITATION CENTER,5640 RAND BLVD,SARASOTA,FL,34238,"5640 RAND BLVD,SARASOTA,FL,34238",2026-04-01,
105587,AVIATA AT COUNTRYSIDE,3825 COUNTRYSIDE BLVD N,PALM HARBOR,FL,34684,"3825 COUNTRYSIDE BLVD N,PALM HARBOR,FL,34684",2026-04-01,
105589,COQUINA CENTER,170 N CENTER STREET,ORMOND BEACH,FL,32174,"170 N CENTER STREET,ORMOND BEACH,FL,32174",2026-04-01,
105591,PALM GARDEN OF TAMPA,3612 E 138TH AVE,TAMPA,FL,33613,"3612 E 138TH AVE,TAMPA,FL,33613",2026-04-01,
105592,PALM GARDEN OF VERO BEACH,1755 37TH STREET,VERO BEACH,FL,32960,"1755 37TH STREET,VERO BEACH,FL,32960",2026-04-01,
105593,WILLOWBROOKE COURT AT INDIAN RIVER ESTATES,2440 CITRUS BLOSSOM CIR,VERO BEACH,FL,32966,"2440 CITRUS BLOSSOM CIR,VERO BEACH,FL,32966",2026-04-01,
105597,SURREY PLACE NURSING CENTER,110 SE LEE AVE,LIVE OAK,FL,32064,"110 SE LEE AVE,LIVE OAK,FL,32064",2026-04-01,
105598,HARBOURS EDGE,401 E LINTON BLVD,DELRAY BEACH,FL,33483,"401 E LINTON BLVD,DELRAY BEACH,FL,33483",2026-04-01,
105599,HILLSIDE HEALTH AND REHABILITATION CENTER	,38220 HENRY DR,ZEPHYRHILLS,FL,33540,"38220 HENRY DR,ZEPHYRHILLS,FL,33540",2026-04-01,
105600,PALM GARDEN OF PORT SAINT LUCIE,1751 SE HILLMOOR DRIVE,PORT SAINT LUCIE,FL,34952,"1751 SE HILLMOOR DRIVE,PORT SAINT LUCIE,FL,34952",2026-04-01,
105601,GRAND BOULEVARD HEALTH AND REHABILITATION CENTER,138 SANDESTIN LANE,MIRAMAR BEACH,FL,32550,"138 SANDESTIN LANE,MIRAMAR BEACH,FL,32550",2026-04-01,
105603,RIVIERA PALMS REHABILITATION CENTER,926 HABEN BLVD,PALMETTO,FL,34221,"926 HABEN BLVD,PALMETTO,FL,34221",2026-04-01,
105604,COVENANT VILLAGE CARE CENTER,9211 W BROWARD BLVD,PLANTATION,FL,33324,"9211 W BROWARD BLVD,PLANTATION,FL,33324",2026-04-01,
105609,NSPIRE HEALTHCARE TAMARAC,5901 NW 79TH AVENUE,TAMARAC,FL,33321,"5901 NW 79TH AVENUE,TAMARAC,FL,33321",2026-04-01,
105610,PALM GARDEN OF AVENTURA,21251 E DIXIE HIGHWAY,NORTH MIAMI BEACH,FL,33180,"21251 E DIXIE HIGHWAY,NORTH MIAMI BEACH,FL,33180",2026-04-01,
105611,AVIATA AT GREENACRES,6414 13TH RD S,GREEN ACRES,FL,33415,"6414 13TH RD S,GREEN ACRES,FL,33415",2026-04-01,
105612,SILVERCREST HEALTH AND REHABILITATION CENTER,910 BROOKMEADE DRIVE,CRESTVIEW,FL,32539,"910 BROOKMEADE DRIVE,CRESTVIEW,FL,32539",2026-04-01,
105616,Brighton Bay Center for Rehabilitation and Healing,10501 ROOSEVELT BLVD N,SAINT PETERSBURG,FL,33716,"10501 ROOSEVELT BLVD N,SAINT PETERSBURG,FL,33716",2026-04-01,
105617,AVANTE VILLA AT JACKSONVILLE BEACH INC,1504 SEABREEZE AVE,JACKSONVILLE BEACH,FL,32250,"1504 SEABREEZE AVE,JACKSONVILLE BEACH,FL,32250",2026-04-01,
105620,HIGHLANDS LAKE CENTER,4240 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,"4240 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813",2026-04-01,
105622,DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,401 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064,"401 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064",2026-04-01,
105623,WEST GABLES HEALTH CARE CENTER,2525 SW 75TH AVENUE,MIAMI,FL,33155,"2525 SW 75TH AVENUE,MIAMI,FL,33155",2026-04-01,
105624,BONIFAY NURSING AND REHAB CENTER,306 WEST BROCK AVENUE,BONIFAY,FL,32425,"306 WEST BROCK AVENUE,BONIFAY,FL,32425",2026-04-01,
105626,CHAUTAUQUA SPRINGS HEALTH CENTER,785 S 2ND STREET,DEFUNIAK SPRINGS,FL,32435,"785 S 2ND STREET,DEFUNIAK SPRINGS,FL,32435",2026-04-01,
105629,SURREY PLACE HEALTHCARE AND REHABILITATION,5525 21ST AVE W,BRADENTON,FL,34209,"5525 21ST AVE W,BRADENTON,FL,34209",2026-04-01,
105630,VICAR'S LANDING NURSING HOME,1003 YORK ROAD,PONTE VEDRA BEACH,FL,32082,"1003 YORK ROAD,PONTE VEDRA BEACH,FL,32082",2026-04-01,
105631,AVIATA AT BIG BEND,207 MARSHALL DR,PERRY,FL,32347,"207 MARSHALL DR,PERRY,FL,32347",2026-04-01,
105632,AVIATA AT HARTS HARBOR,11565 HARTS RD,JACKSONVILLE,FL,32218,"11565 HARTS RD,JACKSONVILLE,FL,32218",2026-04-01,
105635,MELBOURNE TERRACE REHABILITATION CENTER,251 FLORIDA AVE,MELBOURNE,FL,32901,"251 FLORIDA AVE,MELBOURNE,FL,32901",2026-04-01,
105636,BELLEAIR HEALTH CARE CENTER,1150 PONCE DE LEON BLVD,CLEARWATER,FL,33756,"1150 PONCE DE LEON BLVD,CLEARWATER,FL,33756",2026-04-01,
105638,PARKLANDS CARE CENTER AND REHAB,1000 SW 16TH AVE,GAINESVILLE,FL,32601,"1000 SW 16TH AVE,GAINESVILLE,FL,32601",2026-04-01,
105640,NORTH LAKE CARE CENTER AND REHAB,750 BAYBERRY DRIVE,LAKE PARK,FL,33403,"750 BAYBERRY DRIVE,LAKE PARK,FL,33403",2026-04-01,
105645,BARTRAM CROSSING,6209 BROOKS BARTRAM DRIVE,JACKSONVILLE,FL,32258,"6209 BROOKS BARTRAM DRIVE,JACKSONVILLE,FL,32258",2026-04-01,
105650,BAYSHORE POINTE NURSING AND REHAB CENTER,3117 W GANDY BLVD,TAMPA,FL,33611,"3117 W GANDY BLVD,TAMPA,FL,33611",2026-04-01,
105651,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DAY,325 S SEGRAVE STREET,DAYTONA BEACH,FL,32114,"325 S SEGRAVE STREET,DAYTONA BEACH,FL,32114",2026-04-01,
105653,AVIATA AT ORANGE PARK,1215 KINGSLEY AVE,ORANGE PARK,FL,32073,"1215 KINGSLEY AVE,ORANGE PARK,FL,32073",2026-04-01,
105654,WESTCHESTER GARDENS HEALTH & REHABILITATION,3301 N MCMULLEN BOOTH RD,CLEARWATER,FL,33761,"3301 N MCMULLEN BOOTH RD,CLEARWATER,FL,33761",2026-04-01,
105655,"INN AT FREEDOM VILLAGE, THE",6410 21ST AVE W,BRADENTON,FL,34209,"6410 21ST AVE W,BRADENTON,FL,34209",2026-04-01,
105657,DIAMOND RIDGE HEALTH AND REHABILITATION CENTER,2730 W MARC KNIGHTON CT,LECANTO,FL,34461,"2730 W MARC KNIGHTON CT,LECANTO,FL,34461",2026-04-01,
105658,SOLARIS HEALTHCARE LAKE ZEPHYR,38250 A AVE,ZEPHYRHILLS,FL,33542,"38250 A AVE,ZEPHYRHILLS,FL,33542",2026-04-01,
105660,"MANOR AT CARPENTERS, THE",1001 CARPENTERS WAY,LAKELAND,FL,33809,"1001 CARPENTERS WAY,LAKELAND,FL,33809",2026-04-01,
105662,GRACEVILLE HEALTH CENTER,1083 SANDERS AVENUE,GRACEVILLE,FL,32440,"1083 SANDERS AVENUE,GRACEVILLE,FL,32440",2026-04-01,
105663,AVIATA AT GREEN COVE SPRINGS,803 OAK ST,GREEN COVE SPRINGS,FL,32043,"803 OAK ST,GREEN COVE SPRINGS,FL,32043",2026-04-01,
105664,Gainesville Health and Rehabilitation,4000 SW 20TH AVE,GAINESVILLE,FL,32607,"4000 SW 20TH AVE,GAINESVILLE,FL,32607",2026-04-01,
105665,AVIATA AT SOUTH DAYTONA,650 REED CANAL RD,SOUTH DAYTONA,FL,32119,"650 REED CANAL RD,SOUTH DAYTONA,FL,32119",2026-04-01,
105668,MEMORIAL MANOR,777 SOUTH DOUGLAS ROAD,PEMBROKE PINES,FL,33025,"777 SOUTH DOUGLAS ROAD,PEMBROKE PINES,FL,33025",2026-04-01,
105670,AVANTE AT ST CLOUD INC,1301 KANSAS AVE,SAINT CLOUD,FL,34769,"1301 KANSAS AVE,SAINT CLOUD,FL,34769",2026-04-01,
105671,AVANTE AT MELBOURNE INC,1420 SOUTH OAK STREET,MELBOURNE,FL,32901,"1420 SOUTH OAK STREET,MELBOURNE,FL,32901",2026-04-01,
105672,GULF COAST VILLAGE,1333 SANTA BARBARA BLVD,CAPE CORAL,FL,33991,"1333 SANTA BARBARA BLVD,CAPE CORAL,FL,33991",2026-04-01,
105673,INDIAN RIVER CENTER,7201 GREENBORO DR,WEST MELBOURNE,FL,32904,"7201 GREENBORO DR,WEST MELBOURNE,FL,32904",2026-04-01,
105680,NSPIRE HEALTHCARE LAUDERHILL,2599 NW 55TH AVE,LAUDERHILL,FL,33313,"2599 NW 55TH AVE,LAUDERHILL,FL,33313",2026-04-01,
105686,SPRINGTREE REHABILITATION & HEALTH CARE CENTER,4251 SPRINGTREE DRIVE,SUNRISE,FL,33351,"4251 SPRINGTREE DRIVE,SUNRISE,FL,33351",2026-04-01,
105687,SOLARIS HEALTHCARE PARKWAY,800 SE CENTRAL PKWY,STUART,FL,34994,"800 SE CENTRAL PKWY,STUART,FL,34994",2026-04-01,
105688,AVENTURA AT THE BAY,10300 4TH ST N,SAINT PETERSBURG,FL,33716,"10300 4TH ST N,SAINT PETERSBURG,FL,33716",2026-04-01,
105690,Highland Pines Rehabilitation Center,1111 S HIGHLAND AVE,CLEARWATER,FL,33756,"1111 S HIGHLAND AVE,CLEARWATER,FL,33756",2026-04-01,
105694,SABAL PALMS HEALTH & REHABILITATION,499 ALTERNATE KEENE RD NE,LARGO,FL,33771,"499 ALTERNATE KEENE RD NE,LARGO,FL,33771",2026-04-01,
105697,EAST BAY REHABILITATION CENTER,4470 E BAY DR,CLEARWATER,FL,33764,"4470 E BAY DR,CLEARWATER,FL,33764",2026-04-01,
105700,NORTHDALE REHABILITATION CENTER,3030 BEARSS AVE,TAMPA,FL,33618,"3030 BEARSS AVE,TAMPA,FL,33618",2026-04-01,
105705,LAKE PORT SQUARE HEALTH CENTER,701 LAKE PORT BLVD,LEESBURG,FL,34748,"701 LAKE PORT BLVD,LEESBURG,FL,34748",2026-04-01,
105707,FOURAKER HILLS REHAB AND NURSING CENTER,1650 FOURAKER RD,JACKSONVILLE,FL,32221,"1650 FOURAKER RD,JACKSONVILLE,FL,32221",2026-04-01,
105708,OAKPARK HEALTH AND REHABILITATION CENTER,2851 TAMPA RD,PALM HARBOR,FL,34684,"2851 TAMPA RD,PALM HARBOR,FL,34684",2026-04-01,
105709,NSPIRE HEALTHCARE MIAMI LAKES,5725 NW 186 STREET,HIALEAH,FL,33015,"5725 NW 186 STREET,HIALEAH,FL,33015",2026-04-01,
105710,JACKSONVILLE NURSING AND REHAB CENTER,4134 DUNN AVENUE,JACKSONVILLE,FL,32218,"4134 DUNN AVENUE,JACKSONVILLE,FL,32218",2026-04-01,
105711,SHORESIDE HEALTH AND REHABILITATION CENTER,201 NE 112TH STREET,MIAMI,FL,33161,"201 NE 112TH STREET,MIAMI,FL,33161",2026-04-01,
105712,ALHAMBRA HEALTHCARE & REHABILITATION CENTER	,7501 38TH AVE N,SAINT PETERSBURG,FL,33710,"7501 38TH AVE N,SAINT PETERSBURG,FL,33710",2026-04-01,
105713,ALPINE HEALTH AND REHABILITATION CENTER,3456 21ST AVE S,SAINT PETERSBURG,FL,33711,"3456 21ST AVE S,SAINT PETERSBURG,FL,33711",2026-04-01,
105714,CONCORDIA MANOR,321 13TH AVE N,SAINT PETERSBURG,FL,33701,"321 13TH AVE N,SAINT PETERSBURG,FL,33701",2026-04-01,
105715,HAMPTON COURT NURSING AND REHABILITATION CENTER,16100 NW 2ND AVENUE,NORTH MIAMI BEACH,FL,33169,"16100 NW 2ND AVENUE,NORTH MIAMI BEACH,FL,33169",2026-04-01,
105717,TIMBERRIDGE NURSING & REHABILITATION CENTER,9848 SW 110TH ST,OCALA,FL,34481,"9848 SW 110TH ST,OCALA,FL,34481",2026-04-01,
105718,AVIATA AT CENTRAL PARK,702 S KINGS AVE,BRANDON,FL,33511,"702 S KINGS AVE,BRANDON,FL,33511",2026-04-01,
105719,PALACE AT KENDALL NURSING AND REHABILITATION CENTE,11215 SW 84TH STREET,MIAMI,FL,33173,"11215 SW 84TH STREET,MIAMI,FL,33173",2026-04-01,
105720,MAYFLOWER HEALTHCARE CENTER,1850 MAYFLOWER COURT,WINTER PARK,FL,32792,"1850 MAYFLOWER COURT,WINTER PARK,FL,32792",2026-04-01,
105721,CEDAR HILL NURSING AND REHAB CENTER,5888 BLANDING BLVD,JACKSONVILLE,FL,32244,"5888 BLANDING BLVD,JACKSONVILLE,FL,32244",2026-04-01,
105723,CEDARBROOK HEALTH AND REHABILITATION CENTER,1600 MATTHEW DRIVE,FORT MYERS,FL,33907,"1600 MATTHEW DRIVE,FORT MYERS,FL,33907",2026-04-01,
105724,OCALA OAKS REHABILITATION CENTER,3930 E SILVER SPRINGS BLVD,OCALA,FL,34470,"3930 E SILVER SPRINGS BLVD,OCALA,FL,34470",2026-04-01,
105725,ELON MANOR NURSING AND REHABILITATION CENTER,1203 E 22ND AVE,TAMPA,FL,33605,"1203 E 22ND AVE,TAMPA,FL,33605",2026-04-01,
105727,WASHINGTON REHABILITATION AND NURSING CENTER,879 USERY ROAD,CHIPLEY,FL,32428,"879 USERY ROAD,CHIPLEY,FL,32428",2026-04-01,
105728,ORLANDO HEALTH AND REHABILITATION CENTER,830 WEST 29TH STREET,ORLANDO,FL,32805,"830 WEST 29TH STREET,ORLANDO,FL,32805",2026-04-01,
105729,CHIPOLA HEALTH AND REHABILITATION CENTER,4294 3RD AVENUE,MARIANNA,FL,32446,"4294 3RD AVENUE,MARIANNA,FL,32446",2026-04-01,
105730,SPRING LAKE REHABILITATION CENTER,1540 6TH ST NW,WINTER HAVEN,FL,33881,"1540 6TH ST NW,WINTER HAVEN,FL,33881",2026-04-01,
105731,COMMONS AT ORLANDO LUTHERAN TOWERS,210 LAKE AVENUE,ORLANDO,FL,32801,"210 LAKE AVENUE,ORLANDO,FL,32801",2026-04-01,
105732,THE CEDAR AT MEASE LIFE,910 NEW YORK AVE,DUNEDIN,FL,34698,"910 NEW YORK AVE,DUNEDIN,FL,34698",2026-04-01,
105733,PALM GARDEN OF PINELLAS,200 16TH AVE SE,LARGO,FL,34641,"200 16TH AVE SE,LARGO,FL,34641",2026-04-01,
105734,SOLARIS HEALTHCARE OSCEOLA,4201 W NEW NOLTE ROAD,SAINT CLOUD,FL,34772,"4201 W NEW NOLTE ROAD,SAINT CLOUD,FL,34772",2026-04-01,
105735,ORANGE CITY NURSING AND REHAB CENTER,2810 ENTERPRISE RD,DEBARY,FL,32713,"2810 ENTERPRISE RD,DEBARY,FL,32713",2026-04-01,
